estado,municipio,secciones_electorales
Puebla,Hueyapan,IV
Puebla,Hueytamalco,III
Puebla,Hueytlalpan,IV
Puebla,Huitzilan de Serdán,IV
Puebla,Huitziltepec,XIII
Puebla,Ixcamilpa de Guerrero,XIV
Puebla,Ixcaquixtla,XVI
Puebla,Ixtacamaxtitlán,II
Puebla,Ixtepec,IV
Puebla,Izúcar de Matamoros,XIV
Puebla,Jalpan,I
Puebla,Jolalpan,XIV
Puebla,Jonotla,IV
Puebla,Jopala,I
Puebla,Juan C. Bonilla,X
Puebla,Juan Galindo,I
Puebla,Juan N. Méndez,XVI
Puebla,La Magdalena Tlatlauquitepec,XIII
Puebla,Lafragua,III
Puebla,Libres,II
Puebla,Los Reyes de Juárez,VII
Puebla,Mazapiltepec de Juárez,II
Puebla,Mixtla,VII
Puebla,Molcaxac,XIII
Puebla,Naupan,I
Puebla,Nauzontla,IV
Puebla,Nealtican,V
Puebla,Nicolás Bravo,XVI
Puebla,Nopalucan,II
Puebla,Ocotepec,II
Puebla,Ocoyucan,X
Puebla,Olintla,IV
Puebla,Oriental,II
Puebla,Pahuatlán,I
Puebla,Palmar de Bravo,VIII
Puebla,Pantepec,I
Puebla,Petlalcingo,XIV
Puebla,Piaxtla,XIV
Puebla,Puebla,VI;VII;IX;XI;XII
Puebla,Quecholac,VIII
Puebla,Quimixtlán,III
Puebla,Rafael Lara Grajales,II
Puebla,San Andrés Cholula,X;XI
Puebla,San Antonio Cañada,XVI
Puebla,San Diego la Mesa Tochimiltzingo,XIII
Puebla,San Felipe Teotlalcingo,V
Puebla,San Felipe Tepatlán,IV
Puebla,San Gabriel Chilac,XVI
Puebla,San Gregorio Atzompa,X
Puebla,San Jerónimo Tecuanipan,X
Puebla,San Jerónimo Xayacatlán,XIV
Puebla,San José Chiapa,II
Puebla,San José Miahuatlán,XVI
Puebla,San Juan Atenco,VIII
Puebla,San Juan Atzompa,XIII
Puebla,San Martín Texmelucan,V
Puebla,San Martín Totoltepec,XIII
Puebla,San Matías Tlalancaleca,V
Puebla,San Miguel Ixitlán,XIV
Puebla,San Miguel Xoxtla,X
Puebla,San Nicolás Buenos Aires,II
Puebla,San Nicolás de los Ranchos,V
Puebla,San Pablo Anicano,XIV
Puebla,San Pedro Cholula,X
Puebla,San Pedro Yeloixtlahuaca,XIV
Puebla,San Salvador el Seco,II
Puebla,San Salvador el Verde,V
Puebla,San Salvador Huixcolotla,VII
Puebla,San Sebastián Tlacotepec,XVI
Puebla,Santa Catarina Tlaltempan,XIII
Puebla,Santa Inés Ahuatempan,XIV
Puebla,Santa Isabel Cholula,XIII
Puebla,Santiago Miahuatlán,XV
Puebla,Santo Tomás Hueyotlipan,VII
Puebla,Soltepec,II
Puebla,Tecali de Herrera,VII
Puebla,Tecamachalco,VIII
Puebla,Tecomatlán,XIV
Puebla,Tehuacán,XV
Puebla,Tehuitzingo,XIV
Puebla,Tenampulco,III
Puebla,Teopantlán,XIII
Puebla,Teotlalco,XIV
Puebla,Tepanco de López,XV
Puebla,Tepango de Rodríguez,IV
Puebla,Tepatlaxco de Hidalgo,VII
Puebla,Tepeaca,VII
Puebla,Tepemaxalco,XIII
Puebla,Tepeojuma,XIII
Puebla,Tepetzintla,IV
Puebla,Tepexco,XIII
Puebla,Tepexi de Rodríguez,XVI
Puebla,Tepeyahualco,III
Puebla,Tepeyahualco de Cuauhtémoc,XIII
Puebla,Tetela de Ocampo,II
Puebla,Teteles de Avila Castillo,IV
Puebla,Teziutlán,III
Puebla,Tianguismanalco,XIII
Puebla,Tilapa,XIV
Puebla,Tlachichuca,VIII
Puebla,Tlacotepec de Benito Juárez,XV
Puebla,Tlacuilotepec,I
Puebla,Tlahuapan,V
Puebla,Tlaltenango,X
Puebla,Tlanepantla,VII
Puebla,Tlaola,I
Puebla,Tlapacoya,IV
Puebla,Tlapanalá,XIII
Puebla,Tlatlauquitepec,III
Puebla,Tlaxco,I
Puebla,Tochimilco,XIII
Puebla,Tochtepec,VIII
Puebla,Totoltepec de Guerrero,XVI
Puebla,Tulcingo,XIV
Puebla,Tuzamapan de Galeana,IV
Puebla,Tzicatlacoyan,XIII
Puebla,Venustiano Carranza,I
Puebla,Vicente Guerrero,XVI
Puebla,Xayacatlán de Bravo,XIV
Puebla,Xicotepec,I
Puebla,Xicotlán,XIV
Puebla,Xiutetelco,III
Puebla,Xochiapulco,IV
Puebla,Xochiltepec,XIII
Puebla,Xochitlán de Vicente Suárez,IV
Puebla,Xochitlán Todos Santos,VIII
Puebla,Yaonáhuac,IV
Puebla,Yehualtepec,VIII
Puebla,Zacapala,XIII
Puebla,Zacapoaxtla,IV
Puebla,Zacatlán,II
Puebla,Zapotitlán,XVI
Puebla,Zapotitlán de Méndez,IV
Puebla,Zaragoza,III
Puebla,Zautla,IV
Puebla,Zihuateutla,I
Puebla,Zinacatepec,XVI
Puebla,Zongozotla,IV
Puebla,Zoquiapan,IV
Puebla,Zoquitlán,XVI
Querétaro de Arteaga,Amealco de Bonfil,II
Querétaro de Arteaga,Arroyo Seco,I
Querétaro de Arteaga,Cadereyta de Montes,I
Querétaro de Arteaga,Colón,I
Querétaro de Arteaga,Corregidora,II
Querétaro de Arteaga,El Marqués,IV
Querétaro de Arteaga,Ezequiel Montes,I
Querétaro de Arteaga,Huimilpan,II
Querétaro de Arteaga,Jalpan de Serra,I
Querétaro de Arteaga,Landa de Matamoros,I
Querétaro de Arteaga,Pedro Escobedo,I
Querétaro de Arteaga,Peñamiller,I
Querétaro de Arteaga,Pinal de Amoles,I
Querétaro de Arteaga,Querétaro,III;IV
Querétaro de Arteaga,San Joaquín,I
Querétaro de Arteaga,San Juan del Río,II
Querétaro de Arteaga,Tequisquiapan,I
Querétaro de Arteaga,Tolimán,I
Quintana Roo,Bacalar,II
Quintana Roo,Benito Juárez,I;III
Quintana Roo,Cozumel,I
Quintana Roo,Felipe Carrillo Puerto,II
Quintana Roo,Isla Mujeres,I
Quintana Roo,José María Morelos,II
Quintana Roo,Lázaro Cárdenas,I
Quintana Roo,Othón P. Blanco,II
Quintana Roo,Solidaridad,I
Quintana Roo,Tulum,I
San Luis Potosí,Ahualulco,I
San Luis Potosí,Alaquines,III
San Luis Potosí,Aquismón,VII
San Luis Potosí,Armadillo de los Infante,II
San Luis Potosí,Axtla de Terrazas,VII
San Luis Potosí,Cárdenas,III
San Luis Potosí,Catorce,I
San Luis Potosí,Cedral,I
San Luis Potosí,Cerritos,III
San Luis Potosí,Cerro de San Pedro,II
San Luis Potosí,Charcas,I
San Luis Potosí,Ciudad del Maíz,III
San Luis Potosí,Ciudad Fernández,III
San Luis Potosí,Ciudad Valles,IV
San Luis Potosí,Coxcatlán,VII
San Luis Potosí,Ebano,IV
San Luis Potosí,El Naranjo,IV
San Luis Potosí,Guadalcázar,III
San Luis Potosí,Huehuetlán,VII
San Luis Potosí,Lagunillas,III
San Luis Potosí,Matehuala,I
San Luis Potosí,Matlapa,VII
San Luis Potosí,Mexquitic de Carmona,I
San Luis Potosí,Moctezuma,I
San Luis Potosí,Rayón,III
San Luis Potosí,Rioverde,III
San Luis Potosí,Salinas,I
San Luis Potosí,San Antonio,VII
San Luis Potosí,San Ciro de Acosta,III
San Luis Potosí,San Luis Potosí,V;VI
San Luis Potosí,San Martín Chalchicuautla,VII
San Luis Potosí,San Nicolás Tolentino,III
San Luis Potosí,San Vicente Tancuayalab,IV
San Luis Potosí,Santa Catarina,IV
San Luis Potosí,Santa María del Río,II
San Luis Potosí,Santo Domingo,I
San Luis Potosí,Soledad de Graciano Sánchez,II;VI
San Luis Potosí,Tamasopo,IV
San Luis Potosí,Tamazunchale,VII
San Luis Potosí,Tampacán,VII
San Luis Potosí,Tampamolón Corona,VII
San Luis Potosí,Tamuín,IV
San Luis Potosí,Tancanhuitz,VII
San Luis Potosí,Tanlajás,VII
San Luis Potosí,Tanquián de Escobedo,IV
San Luis Potosí,Tierra Nueva,II
San Luis Potosí,Vanegas,I
San Luis Potosí,Venado,I
San Luis Potosí,Villa de Arista,III
San Luis Potosí,Villa de Arriaga,II
San Luis Potosí,Villa de Guadalupe,I
San Luis Potosí,Villa de la Paz,I
San Luis Potosí,Villa de Ramos,I
San Luis Potosí,Villa de Reyes,II
San Luis Potosí,Villa Hidalgo,III
San Luis Potosí,Villa Juárez,III
San Luis Potosí,Xilitla,VII
San Luis Potosí,Zaragoza,II
Sinaloa,Ahome,II
Sinaloa,Angostura,III
Sinaloa,Badiraguato,I
Sinaloa,Choix,I
Sinaloa,Concordia,VI
Sinaloa,Cosalá,VI
Sinaloa,Culiacán,III;V;VII
Sinaloa,El Fuerte,I
Sinaloa,Elota,VI
Sinaloa,Escuinapa,VI
Sinaloa,Guasave,IV
Sinaloa,Mazatlán,VI;VIII
Sinaloa,Mocorito,I
Sinaloa,Navolato,III
Sinaloa,Rosario,VI
Sinaloa,Salvador Alvarado,III
Sinaloa,San Ignacio,VI
Sinaloa,Sinaloa,I
Sonora,Aconchi,IV
Sonora,Agua Prieta,II
Sonora,Alamos,VII
Sonora,Altar,I
Sonora,Arivechi,IV
Sonora,Arizpe,II
Sonora,Atil,I
Sonora,Bacadéhuachi,IV
Sonora,Bacanora,IV
Sonora,Bacerac,IV
Sonora,Bacoachi,II
Sonora,Bácum,IV
Sonora,Banámichi,IV
Sonora,Baviácora,IV
Sonora,Bavispe,IV
Sonora,Benito Juárez,VII
Sonora,Benjamín Hill,I
Sonora,Caborca,I
Sonora,Cajeme,VI
Sonora,Cananea,II
Sonora,Carbó,IV
Sonora,Cucurpe,II
Sonora,Cumpas,IV
Sonora,Divisaderos,IV
Sonora,Empalme,IV
Sonora,Etchojoa,VII
Sonora,Fronteras,II
Sonora,General Plutarco Elías Calles,I
Sonora,Granados,IV
Sonora,Guaymas,IV
Sonora,Hermosillo,III;V
Sonora,Huachinera,IV
Sonora,Huásabas,IV
Sonora,Huatabampo,VII
Sonora,Huépac,IV
Sonora,Imuris,II
Sonora,La Colorada,IV
Sonora,Magdalena,II
Sonora,Mazatán,IV
Sonora,Moctezuma,IV
Sonora,Naco,II
Sonora,Nácori Chico,IV
Sonora,Nacozari de García,IV
Sonora,Navojoa,VII
Sonora,Nogales,II
Sonora,Onavas,IV
Sonora,Opodepe,IV
Sonora,Oquitoa,I
Sonora,Pitiquito,I
Sonora,Puerto Peñasco,I
Sonora,Quiriego,VII
Sonora,Rayón,IV
Sonora,Rosario,VII
Sonora,Sahuaripa,IV
Sonora,San Felipe de Jesús,IV
Sonora,San Ignacio Río Muerto,IV
Sonora,San Javier,IV
Sonora,San Luis Río Colorado,I
Sonora,San Miguel de Horcasitas,IV
Sonora,San Pedro de la Cueva,IV
Sonora,Santa Ana,I
Sonora,Santa Cruz,II
Sonora,Sáric,I
Sonora,Soyopa,IV
Sonora,Suaqui Grande,IV
Sonora,Tepache,IV
Sonora,Trincheras,I
Sonora,Tubutama,I
Sonora,Ures,IV
Sonora,Villa Hidalgo,IV
Sonora,Villa Pesqueira,IV
Sonora,Yécora,IV
Tabasco,Balancán,I
Tabasco,Cárdenas,II;III
Tabasco,Centla,V
Tabasco,Centro,IV;VI
Tabasco,Comalcalco,III
Tabasco,Cunduacán,III
Tabasco,Emiliano Zapata,I
Tabasco,Huimanguillo,II
Tabasco,Jalapa,VI
Tabasco,Jalpa de Méndez,V
Tabasco,Jonuta,I
Tabasco,Macuspana,I
Tabasco,Nacajuca,V
Tabasco,Paraíso,V
Tabasco,Tacotalpa,VI
Tabasco,Teapa,VI
Tabasco,Tenosique,I
Tamaulipas,Abasolo,VI
Tamaulipas,Aldama,VII
Tamaulipas,Altamira,VII
Tamaulipas,Antiguo Morelos,VI
Tamaulipas,Burgos,III
Tamaulipas,Bustamante,VI
Tamaulipas,Camargo,I
Tamaulipas,Casas,VI
Tamaulipas,Ciudad Madero,VII;VIII
Tamaulipas,Cruillas,III
Tamaulipas,El Mante,VI
Tamaulipas,Gómez Farías,VI
Tamaulipas,González,VI
Tamaulipas,Güémez,V
Tamaulipas,Guerrero,I
Tamaulipas,Gustavo Díaz Ordaz,III
Tamaulipas,Hidalgo,V
Tamaulipas,Jaumave,VI
Tamaulipas,Jiménez,VI
Tamaulipas,Llera,VI
Tamaulipas,Mainero,V
Tamaulipas,Matamoros,III;IV
Tamaulipas,Méndez,III
Tamaulipas,Mier,I
Tamaulipas,Miguel Alemán,I
Tamaulipas,Miquihuana,VI
Tamaulipas,Nuevo Laredo,I
Tamaulipas,Nuevo Morelos,VI
Tamaulipas,Ocampo,VI
Tamaulipas,Padilla,V
Tamaulipas,Palmillas,VI
Tamaulipas,Reynosa,II;III
Tamaulipas,Río Bravo,III
Tamaulipas,San Carlos,V
Tamaulipas,San Fernando,III
Tamaulipas,San Nicolás,V
Tamaulipas,Soto la Marina,VI
Tamaulipas,Tampico,VIII
Tamaulipas,Tula,VI
Tamaulipas,Valle Hermoso,III
Tamaulipas,Victoria,V
Tamaulipas,Villagrán,V
Tamaulipas,Xicoténcatl,VI
Tlaxcala,Acuamanala de Miguel Hidalgo,II
Tlaxcala,Altzayanca,I
Tlaxcala,Amaxac de Guerrero,II
Tlaxcala,Apetatitlán de Antonio Carvajal,II
Tlaxcala,Apizaco,I
Tlaxcala,Atlangatepec,I
Tlaxcala,Benito Juárez,III
Tlaxcala,Calpulalpan,III
Tlaxcala,Chiautempan,II
Tlaxcala,Contla de Juan Cuamatzi,II
Tlaxcala,Cuapiaxtla,I
Tlaxcala,Cuaxomulco,I
Tlaxcala,El Carmen Tequexquitla,I
Tlaxcala,Emiliano Zapata,I
Tlaxcala,Españita,III
Tlaxcala,Huamantla,I
Tlaxcala,Hueyotlipan,I
Tlaxcala,Ixtacuixtla de Mariano Matamoros,III
Tlaxcala,Ixtenco,I
Tlaxcala,La Magdalena Tlaltelulco,II
Tlaxcala,Lázaro Cárdenas,I
Tlaxcala,Mazatecochco de José María Morelos,III
Tlaxcala,Muñoz de Domingo Arenas,I
Tlaxcala,Nanacamilpa de Mariano Arista,III
Tlaxcala,Natívitas,III
Tlaxcala,Panotla,III
Tlaxcala,Papalotla de Xicohténcatl,III
Tlaxcala,San Damián Texóloc,III
Tlaxcala,San Francisco Tetlanohcan,II
Tlaxcala,San Jerónimo Zacualpan,III
Tlaxcala,San José Teacalco,I
Tlaxcala,San Juan Huactzinco,III
Tlaxcala,San Lorenzo Axocomanitla,III
Tlaxcala,San Lucas Tecopilco,III
Tlaxcala,San Pablo del Monte,II
Tlaxcala,Sanctórum de Lázaro Cárdenas,III
Tlaxcala,Santa Ana Nopalucan,III
Tlaxcala,Santa Apolonia Teacalco,III
Tlaxcala,Santa Catarina Ayometla,III
Tlaxcala,Santa Cruz Quilehtla,III
Tlaxcala,Santa Cruz Tlaxcala,II
Tlaxcala,Santa Isabel Xiloxoxtla,II
Tlaxcala,Tenancingo,III
Tlaxcala,Teolocholco,II
Tlaxcala,Tepetitla de Lardizábal,III
Tlaxcala,Tepeyanco,II
Tlaxcala,Terrenate,I
Tlaxcala,Tetla de la Solidaridad,I
Tlaxcala,Tetlatlahuca,III
Tlaxcala,Tlaxcala,II
Tlaxcala,Tlaxco,I
Tlaxcala,Tocatlán,I
Tlaxcala,Totolac,II
Tlaxcala,Tzompantepec,I
Tlaxcala,Xaloztoc,I
Tlaxcala,Xaltocan,III
Tlaxcala,Xicohtzinco,III
Tlaxcala,Yauhquemehcan,I
Tlaxcala,Zacatelco,III
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,I
Veracruz de Ignacio de la Llave,Acajete,IX
Veracruz de Ignacio de la Llave,Acatlán,VIII
Veracruz de Ignacio de la Llave,Acayucan,XX
Veracruz de Ignacio de la Llave,Actopan,VIII
Veracruz de Ignacio de la Llave,Acula,XIX
Veracruz de Ignacio de la Llave,Acultzingo,XVIII
Veracruz de Ignacio de la Llave,Agua Dulce,XIX
Veracruz de Ignacio de la Llave,Álamo Temapache,III
Veracruz de Ignacio de la Llave,Alpatláhuac,XVIII
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,VIII
Veracruz de Ignacio de la Llave,Altotonga,IX
Veracruz de Ignacio de la Llave,Alvarado,XVIII
Veracruz de Ignacio de la Llave,Amatitlán,XIX
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,XVIII
Veracruz de Ignacio de la Llave,Angel R. Cabada,XIX
Veracruz de Ignacio de la Llave,Apazapan,VIII
Veracruz de Ignacio de la Llave,Aquila,XVIII
Veracruz de Ignacio de la Llave,Astacinga,XIVIII
Veracruz de Ignacio de la Llave,Atlahuilco,XVIII
Veracruz de Ignacio de la Llave,Atoyac,XIII
Veracruz de Ignacio de la Llave,Atzacan,XVIII
Veracruz de Ignacio de la Llave,Atzalan,VII
Veracruz de Ignacio de la Llave,Ayahualulco,IX
Veracruz de Ignacio de la Llave,Banderilla,VIII
Veracruz de Ignacio de la Llave,Benito Juárez,II
Veracruz de Ignacio de la Llave,Boca del Río,IV
Veracruz de Ignacio de la Llave,Calcahualco,XVIII
Veracruz de Ignacio de la Llave,Camarón de Tejeda,XIII
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,XVIII
Veracruz de Ignacio de la Llave,Carlos A. Carrillo,XX
Veracruz de Ignacio de la Llave,Carrillo Puerto,XIII
Veracruz de Ignacio de la Llave,Castillo de Teayo,V
Veracruz de Ignacio de la Llave,Catemaco,XIX
Veracruz de Ignacio de la Llave,Cazones de Herrera,III
Veracruz de Ignacio de la Llave,Cerro Azul,III
Veracruz de Ignacio de la Llave,Chacaltianguis,XX
Veracruz de Ignacio de la Llave,Chalma,II
Veracruz de Ignacio de la Llave,Chiconamel,II
Veracruz de Ignacio de la Llave,Chiconquiaco,VIII
Veracruz de Ignacio de la Llave,Chicontepec,II
Veracruz de Ignacio de la Llave,Chinameca,XXI
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,I
Veracruz de Ignacio de la Llave,Chocamán,XVIII
Veracruz de Ignacio de la Llave,Chontla,II
Veracruz de Ignacio de la Llave,Chumatlán,VI
Veracruz de Ignacio de la Llave,Citlaltépetl,II
Veracruz de Ignacio de la Llave,Coacoatzintla,IX
Veracruz de Ignacio de la Llave,Coahuitlán,VI
Veracruz de Ignacio de la Llave,Coatepec,IX
Veracruz de Ignacio de la Llave,Coatzacoalcos,XI
Veracruz de Ignacio de la Llave,Coatzintla,V
Veracruz de Ignacio de la Llave,Coetzala,XVIII
Veracruz de Ignacio de la Llave,Colipa,VIII
Veracruz de Ignacio de la Llave,Comapa,VIII
Veracruz de Ignacio de la Llave,Córdoba,XVIII
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,XVIII
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,IX
Veracruz de Ignacio de la Llave,Coscomatepec,XVIII
Veracruz de Ignacio de la Llave,Cosoleacaque,XXI
Veracruz de Ignacio de la Llave,Cotaxtla,XVIII
Veracruz de Ignacio de la Llave,Coxquihui,VI
Veracruz de Ignacio de la Llave,Coyutla,VI
Veracruz de Ignacio de la Llave,Cuichapa,XVIII
Veracruz de Ignacio de la Llave,Cuitláhuac,XVIII
Veracruz de Ignacio de la Llave,El Higo,I
Veracruz de Ignacio de la Llave,Emiliano Zapata,VIII
Veracruz de Ignacio de la Llave,Espinal,VI
Veracruz de Ignacio de la Llave,Filomeno Mata,VI
Veracruz de Ignacio de la Llave,Fortín,XVI
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,VI
Veracruz de Ignacio de la Llave,Hidalgotitlán,XIV
Veracruz de Ignacio de la Llave,Huatusco,XIII
Veracruz de Ignacio de la Llave,Huayacocotla,II
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,XXI
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,XVIII
Veracruz de Ignacio de la Llave,Ignacio de la Llave,XVIII
Veracruz de Ignacio de la Llave,Ilamatlán,II
Veracruz de Ignacio de la Llave,Isla,XX
Veracruz de Ignacio de la Llave,Ixcatepec,II
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,IX
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,II
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,XIII
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,XIV
Veracruz de Ignacio de la Llave,Ixhuatlancillo,XV
Veracruz de Ignacio de la Llave,Ixmatlahuacan,XVII
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,XVI
Veracruz de Ignacio de la Llave,Jalacingo,VII
Veracruz de Ignacio de la Llave,Jalcomulco,VIII
Veracruz de Ignacio de la Llave,Jáltipan,XXI
Veracruz de Ignacio de la Llave,Jamapa,XVII
Veracruz de Ignacio de la Llave,Jesús Carranza,XIV
Veracruz de Ignacio de la Llave,Jilotepec,VIII
Veracruz de Ignacio de la Llave,José Azueta,XX
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,XX
Veracruz de Ignacio de la Llave,Juchique de Ferrer,VIII
Veracruz de Ignacio de la Llave,La Antigua,XIII
Veracruz de Ignacio de la Llave,La Perla,XV
Veracruz de Ignacio de la Llave,Landero y Coss,VII
Veracruz de Ignacio de la Llave,Las Choapas,XIV
Veracruz de Ignacio de la Llave,Las Minas,IX
Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,IX
Veracruz de Ignacio de la Llave,Lerdo de Tejada,XIX
Veracruz de Ignacio de la Llave,Los Reyes,XVIII
Veracruz de Ignacio de la Llave,Magdalena,XVIII
Veracruz de Ignacio de la Llave,Maltrata,XV
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,XIII
Veracruz de Ignacio de la Llave,Mariano Escobedo,XV
Veracruz de Ignacio de la Llave,Martínez de la Torre,VII
Veracruz de Ignacio de la Llave,Mecatlán,VI
Veracruz de Ignacio de la Llave,Mecayapan,XXI
Veracruz de Ignacio de la Llave,Medellín,XVII
Veracruz de Ignacio de la Llave,Miahuatlán,VIII
Veracruz de Ignacio de la Llave,Minatitlán,XIV
Veracruz de Ignacio de la Llave,Misantla,VII
Veracruz de Ignacio de la Llave,Mixtla de Altamirano,XVIII
Veracruz de Ignacio de la Llave,Moloacán,XIV
Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,XI
Veracruz de Ignacio de la Llave,Naolinco,VIII
Veracruz de Ignacio de la Llave,Naranjal,XVI
Veracruz de Ignacio de la Llave,Naranjos Amatlán,I
Veracruz de Ignacio de la Llave,Nautla,VII
Veracruz de Ignacio de la Llave,Nogales,XV
Veracruz de Ignacio de la Llave,Oluta,XXI
Veracruz de Ignacio de la Llave,Omealca,XVIII
Veracruz de Ignacio de la Llave,Orizaba,XV
Veracruz de Ignacio de la Llave,Otatitlán,XVI
Veracruz de Ignacio de la Llave,Oteapan,XXI
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,I
Veracruz de Ignacio de la Llave,Pajapan,XXI
Veracruz de Ignacio de la Llave,Pánuco,I
Veracruz de Ignacio de la Llave,Papantla,VI
Veracruz de Ignacio de la Llave,Paso de Ovejas,XIII
Veracruz de Ignacio de la Llave,Paso del Macho,XIII
Veracruz de Ignacio de la Llave,Perote,IX
Veracruz de Ignacio de la Llave,Platón Sánchez,II
Veracruz de Ignacio de la Llave,Playa Vicente,XX
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,V
Veracruz de Ignacio de la Llave,Pueblo Viejo,I
Veracruz de Ignacio de la Llave,Puente Nacional,XIII
Veracruz de Ignacio de la Llave,Rafael Delgado,XVIII
Veracruz de Ignacio de la Llave,Rafael Lucio,IX
Veracruz de Ignacio de la Llave,Río Blanco,XV
Veracruz de Ignacio de la Llave,Saltabarranca,XIX
Veracruz de Ignacio de la Llave,San Andrés Tenejapan,XVIII
Veracruz de Ignacio de la Llave,San Andrés Tuxtla,XIX
Veracruz de Ignacio de la Llave,San Juan Evangelista,XX
Veracruz de Ignacio de la Llave,San Rafael,VII
Veracruz de Ignacio de la Llave,Santiago Sochiapan,XX
Veracruz de Ignacio de la Llave,Santiago Tuxtla,XIX
Veracruz de Ignacio de la Llave,Sayula de Alemán,XX
Veracruz de Ignacio de la Llave,Sochiapa,XIII
Veracruz de Ignacio de la Llave,Soconusco,XXI
Veracruz de Ignacio de la Llave,Soledad Atzompa,XVIII
Veracruz de Ignacio de la Llave,Soledad de Doblado,XIII
Veracruz de Ignacio de la Llave,Soteapan,XXI
Veracruz de Ignacio de la Llave,Tamalín,I
Veracruz de Ignacio de la Llave,Tamiahua,III
Veracruz de Ignacio de la Llave,Tampico Alto,I
Veracruz de Ignacio de la Llave,Tancoco,I
Veracruz de Ignacio de la Llave,Tantima,I
Veracruz de Ignacio de la Llave,Tantoyuca,II
Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,XXI
Veracruz de Ignacio de la Llave,Tatatila,IX
Veracruz de Ignacio de la Llave,Tecolutla,VI
Veracruz de Ignacio de la Llave,Tehuipango,XVIII
Veracruz de Ignacio de la Llave,Tempoal,I
Veracruz de Ignacio de la Llave,Tenampa,XIII
Veracruz de Ignacio de la Llave,Tenochtitlán,VII
Veracruz de Ignacio de la Llave,Teocelo,IX
Veracruz de Ignacio de la Llave,Tepatlaxco,XIII
Veracruz de Ignacio de la Llave,Tepetlán,VIII
Veracruz de Ignacio de la Llave,Tepetzintla,III
Veracruz de Ignacio de la Llave,Tequila,XVIII
Veracruz de Ignacio de la Llave,Texcatepec,II
Veracruz de Ignacio de la Llave,Texhuacán,XVIII
Veracruz de Ignacio de la Llave,Texistepec,XXI
Veracruz de Ignacio de la Llave,Tezonapa,XVIII
Veracruz de Ignacio de la Llave,Tierra Blanca,XVII
Veracruz de Ignacio de la Llave,Tihuatlán,V
Veracruz de Ignacio de la Llave,Tlachichilco,II
Veracruz de Ignacio de la Llave,Tlacojalpan,XVII
Veracruz de Ignacio de la Llave,Tlacolulan,IX
Veracruz de Ignacio de la Llave,Tlacotalpan,XIX
Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,XIII
Veracruz de Ignacio de la Llave,Tlalixcoyan,XVII
Veracruz de Ignacio de la Llave,Tlalnelhuayocan,IX
Veracruz de Ignacio de la Llave,Tlaltetela,XIII
Veracruz de Ignacio de la Llave,Tlapacoyan,VII
Veracruz de Ignacio de la Llave,Tlaquilpa,XVIII
Veracruz de Ignacio de la Llave,Tlilapan,XVIII
Veracruz de Ignacio de la Llave,Tomatlán,XV
Veracruz de Ignacio de la Llave,Tonayán,VIII
Veracruz de Ignacio de la Llave,Totutla,XIII
Veracruz de Ignacio de la Llave,Tres Valles,XVII
Veracruz de Ignacio de la Llave,Tuxpan,III
Veracruz de Ignacio de la Llave,Tuxtilla,XX
Veracruz de Ignacio de la Llave,Ursulo Galván,VIII
Veracruz de Ignacio de la Llave,Uxpanapa,XIV
Veracruz de Ignacio de la Llave,Vega de Alatorre,VIII
Veracruz de Ignacio de la Llave,Veracruz,IV;XII
Veracruz de Ignacio de la Llave,Villa Aldama,IX
Veracruz de Ignacio de la Llave,Xalapa,VIII;X
Veracruz de Ignacio de la Llave,Xico,IX
Veracruz de Ignacio de la Llave,Xoxocotla,XVIII
Veracruz de Ignacio de la Llave,Yanga,XVIII
Veracruz de Ignacio de la Llave,Yecuatla,VIII
Veracruz de Ignacio de la Llave,Zacualpan,II
Veracruz de Ignacio de la Llave,Zaragoza,XXI
Veracruz de Ignacio de la Llave,Zentla,XIII
Veracruz de Ignacio de la Llave,Zongolica,XVIII
Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,II
Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,VI
Yucatán,Abalá,V
Yucatán,Acanceh,II
Yucatán,Akil,V
Yucatán,Baca,II
Yucatán,Bokobá,II
Yucatán,Buctzotz,II
Yucatán,Cacalchén,II
