estado,municipio,secciones_electorales
Nuevo León,Juárez,XII
Nuevo León,Lampazos de Naranjo,XII
Nuevo León,Linares,IX
Nuevo León,Los Aldamas,XII
Nuevo León,Los Herreras,XII
Nuevo León,Los Ramones,XII
Nuevo León,Marín,XII
Nuevo León,Melchor Ocampo,XII
Nuevo León,Mier y Noriega,IX
Nuevo León,Mina,XII
Nuevo León,Montemorelos,IX
Nuevo León,Monterrey,V;VI;VII;X;
Nuevo León,Parás,XII
Nuevo León,Pesquería,XII
Nuevo León,Rayones,IX
Nuevo León,Sabinas Hidalgo,XII
Nuevo León,Salinas Victoria,XII
Nuevo León,San Nicolás de los Garza,III;IV
Nuevo León,San Pedro Garza García,I
Nuevo León,Santa Catarina,I
Nuevo León,Santiago,IX
Nuevo León,Vallecillo,XII
Nuevo León,Villaldama,IV
Oaxaca,Abejones,IV
Oaxaca,Acatlán de Pérez Figueroa,I
Oaxaca,Ánimas Trujano,IX
Oaxaca,Asunción Cacalotepec,IV
Oaxaca,Asunción Cuyotepeji,III
Oaxaca,Asunción Ixtaltepec,V
Oaxaca,Asunción Nochixtlán,III
Oaxaca,Asunción Ocotlán,IV
Oaxaca,Asunción Tlacolulita,V
Oaxaca,Ayoquezco de Aldama,IX
Oaxaca,Ayotzintepec,I
Oaxaca,Calihualá,VI
Oaxaca,Candelaria Loxicha,X
Oaxaca,Capulálpam de Méndez,IV
Oaxaca,Chahuites,VII
Oaxaca,Chalcatongo de Hidalgo,VI
Oaxaca,Chiquihuitlán de Benito Juárez,II
Oaxaca,Ciénega de Zimatlán,IX
Oaxaca,Ciudad Ixtepec,V
Oaxaca,Coatecas Altas,IX
Oaxaca,Coicoyán de las Flores,VI
Oaxaca,Concepción Buenavista,III
Oaxaca,Concepción Pápalo,II
Oaxaca,Constancia del Rosario,VI
Oaxaca,Cosolapa,I
Oaxaca,Cosoltepec,III
Oaxaca,Cuilápam de Guerrero,IX
Oaxaca,Cuyamecalco Villa de Zaragoza,II
Oaxaca,El Barrio de la Soledad,V
Oaxaca,El Espinal,VII
Oaxaca,Eloxochitlán de Flores Magón,II
Oaxaca,Fresnillo de Trujano,VI
Oaxaca,Guadalupe de Ramírez,VI
Oaxaca,Guadalupe Etla,III
Oaxaca,Guelatao de Juárez,IV
Oaxaca,Guevea de Humboldt,V
Oaxaca,Heroica Ciudad de Ejutla de Crespo,IX
Oaxaca,Heroica Ciudad de Huajuapan de León,III
Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,VII
Oaxaca,Heroica Ciudad de Tlaxiaco,VI
Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",
Oaxaca,Huautepec,II
Oaxaca,Huautla de Jiménez,II
Oaxaca,Ixpantepec Nieves,VI
Oaxaca,Ixtlán de Juárez,IV
Oaxaca,La Compañía,IX
Oaxaca,La Pe,IX
Oaxaca,La Reforma,XI
Oaxaca,La Trinidad Vista Hermosa,III
Oaxaca,Loma Bonita,I
Oaxaca,Magdalena Apasco,III
Oaxaca,Magdalena Jaltepec,III
Oaxaca,Magdalena Mixtepec,IX
Oaxaca,Magdalena Ocotlán,IX
Oaxaca,Magdalena Peñasco,VI
Oaxaca,Magdalena Teitipac,IV
Oaxaca,Magdalena Tequisistlán,V
Oaxaca,Magdalena Tlacotepec,V
Oaxaca,Magdalena Yodocono de Porfirio Díaz,III
Oaxaca,Magdalena Zahuatlán,III
Oaxaca,Mariscala de Juárez,VI
Oaxaca,Mártires de Tacubaya,XI
Oaxaca,Matías Romero Avendaño,VII
Oaxaca,Mazatlán Villa de Flores,II
Oaxaca,Mesones Hidalgo,VI
Oaxaca,Miahuatlán de Porfirio Díaz,XI
Oaxaca,Mixistlán de la Reforma,IV
Oaxaca,Monjas,XI
Oaxaca,Natividad,IV
Oaxaca,Nazareno Etla,III
Oaxaca,Nejapa de Madero,XI
Oaxaca,Nuevo Zoquiápam,IV
Oaxaca,Oaxaca de Juárez,VIII
Oaxaca,Ocotlán de Morelos,IV
Oaxaca,Pinotepa de Don Luis,XI
Oaxaca,Pluma Hidalgo,X
Oaxaca,Putla Villa de Guerrero,VI
Oaxaca,Reforma de Pineda,VII
Oaxaca,Reyes Etla,III
Oaxaca,Rojas de Cuauhtémoc,IV
Oaxaca,Salina Cruz,V
Oaxaca,San Agustín Amatengo,IX
Oaxaca,San Agustín Atenango,VI
Oaxaca,San Agustín Chayuco,XI
Oaxaca,San Agustín de las Juntas,IX
Oaxaca,San Agustín Etla,III
Oaxaca,San Agustín Loxicha,X
Oaxaca,San Agustín Tlacotepec,VI
Oaxaca,San Agustín Yatareni,IV
Oaxaca,San Andrés Cabecera Nueva,VI
Oaxaca,San Andrés Dinicuiti,III
Oaxaca,San Andrés Huaxpaltepec,XI
Oaxaca,San Andrés Huayápam,IV
Oaxaca,San Andrés Ixtlahuaca,III
Oaxaca,San Andrés Lagunas,III
Oaxaca,San Andrés Nuxiño,III
Oaxaca,San Andrés Paxtlán,X
Oaxaca,San Andrés Sinaxtla,III
Oaxaca,San Andrés Solaga,IV
Oaxaca,San Andrés Teotilálpam,II
Oaxaca,San Andrés Tepetlapa,VI
Oaxaca,San Andrés Yaá,IV
Oaxaca,San Andrés Zabache,IX
Oaxaca,San Andrés Zautla,III
Oaxaca,San Antonino Castillo Velasco,IV
Oaxaca,San Antonino el Alto,IX
Oaxaca,San Antonino Monte Verde,VI
Oaxaca,San Antonio Acutla,III
Oaxaca,San Antonio de la Cal,IX
Oaxaca,San Antonio Huitepec,IX
Oaxaca,San Antonio Nanahuatípam,II
Oaxaca,San Antonio Sinicahua,VI
Oaxaca,San Antonio Tepetlapa,XI
Oaxaca,San Baltazar Chichicápam,IV
Oaxaca,San Baltazar Loxicha,X
Oaxaca,San Baltazar Yatzachi el Bajo,IV
Oaxaca,San Bartolo Coyotepec,IX
Oaxaca,San Bartolo Soyaltepec,III
Oaxaca,San Bartolo Yautepec,X
Oaxaca,San Bartolomé Ayautla,II
Oaxaca,San Bartolomé Loxicha,X
Oaxaca,San Bartolomé Quialana,IV
Oaxaca,San Bartolomé Yucuañe,III
Oaxaca,San Bartolomé Zoogocho,IV
Oaxaca,San Bernardo Mixtepec,IX
Oaxaca,San Blas Atempa,V
Oaxaca,San Carlos Yautepec,X
Oaxaca,San Cristóbal Amatlán,X
Oaxaca,San Cristóbal Amoltepec,VI
Oaxaca,San Cristóbal Lachirioag,IV
Oaxaca,San Cristóbal Suchixtlahuaca,III
Oaxaca,San Dionisio del Mar,VII
Oaxaca,San Dionisio Ocotepec,IV
Oaxaca,San Dionisio Ocotlán,IV
Oaxaca,San Esteban Atatlahuca,VI
Oaxaca,San Felipe Jalapa de Díaz,II
Oaxaca,San Felipe Tejalápam,III
Oaxaca,San Felipe Usila,II
Oaxaca,San Francisco Cahuacuá,IX
Oaxaca,San Francisco Cajonos,IX
Oaxaca,San Francisco Chapulapa,II
Oaxaca,San Francisco Chindúa,III
Oaxaca,San Francisco del Mar,VII
Oaxaca,San Francisco Huehuetlán,II
Oaxaca,San Francisco Ixhuatán,VII
Oaxaca,San Francisco Jaltepetongo,III
Oaxaca,San Francisco Lachigoló,IV
Oaxaca,San Francisco Logueche,X
Oaxaca,San Francisco Nuxaño,III
Oaxaca,San Francisco Ozolotepec,X
Oaxaca,San Francisco Sola,IX
Oaxaca,San Francisco Telixtlahuaca,III
Oaxaca,San Francisco Teopan,III
Oaxaca,San Francisco Tlapancingo,VI
Oaxaca,San Gabriel Mixtepec,XI
Oaxaca,San Ildefonso Amatlán,X
Oaxaca,San Ildefonso Sola,IX
Oaxaca,San Ildefonso Villa Alta,IV
Oaxaca,San Jacinto Amilpas,VIII
Oaxaca,San Jacinto Tlacotepec,IX
Oaxaca,San Jerónimo Coatlán,X
Oaxaca,San Jerónimo Silacayoapilla,III
Oaxaca,San Jerónimo Sosola,III
Oaxaca,San Jerónimo Taviche,IV
Oaxaca,San Jerónimo Tecóatl,II
Oaxaca,San Jerónimo Tlacochahuaya,IV
Oaxaca,San Jorge Nuchita,VI
Oaxaca,San José Ayuquila,III
Oaxaca,San José Chiltepec,I
Oaxaca,San José del Peñasco,X
Oaxaca,San José del Progreso,IX
Oaxaca,San José Estancia Grande,XI
Oaxaca,San José Independencia,II
Oaxaca,San José Lachiguiri,X
Oaxaca,San José Tenango,II
Oaxaca,San Juan Achiutla,III
Oaxaca,San Juan Atepec,IV
Oaxaca,San Juan Bautista Atatlahuca,II
Oaxaca,San Juan Bautista Coixtlahuaca,III
Oaxaca,San Juan Bautista Cuicatlán,II
Oaxaca,San Juan Bautista Guelache,III
Oaxaca,San Juan Bautista Jayacatlán,III
Oaxaca,San Juan Bautista Lo de Soto,XI
Oaxaca,San Juan Bautista Suchitepec,III
Oaxaca,San Juan Bautista Tlachichilco,VI
Oaxaca,San Juan Bautista Tlacoatzintepec,II
Oaxaca,San Juan Bautista Tuxtepec,I
Oaxaca,San Juan Bautista Valle Nacional,II
Oaxaca,San Juan Cacahuatepec,XI
Oaxaca,San Juan Chicomezúchil,IV
Oaxaca,San Juan Chilateca,IV
Oaxaca,San Juan Cieneguilla,VI
Oaxaca,San Juan Coatzóspam,II
Oaxaca,San Juan Colorado,XI
Oaxaca,San Juan Comaltepec,IV
Oaxaca,San Juan Cotzocón,VII
Oaxaca,San Juan de los Cués,II
Oaxaca,San Juan del Estado,III
Oaxaca,San Juan del Río,IV
Oaxaca,San Juan Diuxi,III
Oaxaca,San Juan Evangelista Analco,IV
Oaxaca,San Juan Guelavía,IV
Oaxaca,San Juan Guichicovi,VII
Oaxaca,San Juan Ihualtepec,VI
Oaxaca,San Juan Juquila Mixes,IV
Oaxaca,San Juan Juquila Vijanos,IV
Oaxaca,San Juan Lachao,XI
Oaxaca,San Juan Lachigalla,IX
Oaxaca,San Juan Lajarcia,X
Oaxaca,San Juan Lalana,VII
Oaxaca,San Juan Mazatlán,VII
Oaxaca,San Juan Mixtepec -Dto. 08 -,VI;X
Oaxaca,San Juan Mixtepec -Dto. 26 -,VI;X
Oaxaca,San Juan Ñumí,VI
Oaxaca,San Juan Ozolotepec,X
Oaxaca,San Juan Petlapa,IV
Oaxaca,San Juan Quiahije,XI
Oaxaca,San Juan Quiotepec,IV
Oaxaca,San Juan Sayultepec,III
Oaxaca,San Juan Tabaá,IV
Oaxaca,San Juan Tamazola,III
Oaxaca,San Juan Teita,VI
Oaxaca,San Juan Teitipac,IV
Oaxaca,San Juan Tepeuxila,II
Oaxaca,San Juan Teposcolula,III
Oaxaca,San Juan Yaeé,IV
Oaxaca,San Juan Yatzona,IV
Oaxaca,San Juan Yucuita,III
Oaxaca,San Lorenzo,XI
Oaxaca,San Lorenzo Albarradas,IV
Oaxaca,San Lorenzo Cacaotepec,III
Oaxaca,San Lorenzo Cuaunecuiltitla,II
Oaxaca,San Lorenzo Texmelúcan,IX
Oaxaca,San Lorenzo Victoria,VI
Oaxaca,San Lucas Camotlán,IV
Oaxaca,San Lucas Ojitlán,II
Oaxaca,San Lucas Quiaviní,IV
Oaxaca,San Lucas Zoquiápam,II
Oaxaca,San Luis Amatlán,X
Oaxaca,San Marcial Ozolotepec,X
Oaxaca,San Marcos Arteaga,VI
Oaxaca,San Martín de los Cansecos,IX
Oaxaca,San Martín Huamelúlpam,III
Oaxaca,San Martín Itunyoso,VI
Oaxaca,San Martín Lachilá,IX
Oaxaca,San Martín Peras,VI
Oaxaca,San Martín Tilcajete,IV
Oaxaca,San Martín Toxpalan,II
Oaxaca,San Martín Zacatepec,VI
Oaxaca,San Mateo Cajonos,IV
Oaxaca,San Mateo del Mar,V
Oaxaca,San Mateo Etlatongo,III
Oaxaca,San Mateo Nejápam,VI
Oaxaca,San Mateo Peñasco,VI
Oaxaca,San Mateo Piñas,X
Oaxaca,San Mateo Río Hondo,X
Oaxaca,San Mateo Sindihui,III
Oaxaca,San Mateo Tlapiltepec,III
Oaxaca,San Mateo Yoloxochitlán,II
Oaxaca,San Mateo Yucutindó,IX
Oaxaca,San Melchor Betaza,IV
Oaxaca,San Miguel Achiutla,III
Oaxaca,San Miguel Ahuehuetitlán,VI
Oaxaca,San Miguel Aloápam,IV
Oaxaca,San Miguel Amatitlán,III
Oaxaca,San Miguel Amatlán,IV
Oaxaca,San Miguel Chicahua,III
Oaxaca,San Miguel Chimalapa,VII
Oaxaca,San Miguel Coatlán,X
Oaxaca,San Miguel del Puerto,X
Oaxaca,San Miguel del Río,IV
Oaxaca,San Miguel Ejutla,IX
Oaxaca,San Miguel el Grande,IV
Oaxaca,San Miguel Huautla,III
Oaxaca,San Miguel Mixtepec,IX
Oaxaca,San Miguel Panixtlahuaca,XI
Oaxaca,San Miguel Peras,IX
Oaxaca,San Miguel Piedras,III
Oaxaca,San Miguel Quetzaltepec,IX
Oaxaca,San Miguel Santa Flor,II
Oaxaca,San Miguel Soyaltepec,I
Oaxaca,San Miguel Suchixtepec,X
Oaxaca,San Miguel Tecomatlán,III
Oaxaca,San Miguel Tenango,V
Oaxaca,San Miguel Tequixtepec,III
Oaxaca,San Miguel Tilquiápam,IV
Oaxaca,San Miguel Tlacamama,XI
Oaxaca,San Miguel Tlacotepec,VI
Oaxaca,San Miguel Tulancingo,III
Oaxaca,San Miguel Yotao,IV
Oaxaca,San Nicolás,IX
Oaxaca,San Nicolás Hidalgo,VI
Oaxaca,San Pablo Coatlán,VI
Oaxaca,San Pablo Cuatro Venados,X
Oaxaca,San Pablo Etla,IX
Oaxaca,San Pablo Huitzo,III
Oaxaca,San Pablo Huixtepec,III
Oaxaca,San Pablo Macuiltianguis,IX
Oaxaca,San Pablo Tijaltepec,IV
Oaxaca,San Pablo Villa de Mitla,VI
Oaxaca,San Pablo Yaganiza,IV
Oaxaca,San Pedro Amuzgos,XI
Oaxaca,San Pedro Apóstol,IV
Oaxaca,San Pedro Atoyac,XI
Oaxaca,San Pedro Cajonos,IV
Oaxaca,San Pedro Comitancillo,V
Oaxaca,San Pedro Coxcaltepec Cántaros,III
Oaxaca,San Pedro el Alto,X
Oaxaca,San Pedro Huamelula,V
Oaxaca,San Pedro Huilotepec,V
Oaxaca,San Pedro Ixcatlán,II
Oaxaca,San Pedro Ixtlahuaca,III
Oaxaca,San Pedro Jaltepetongo,II
Oaxaca,San Pedro Jicayán,XI
Oaxaca,San Pedro Jocotipac,II
Oaxaca,San Pedro Juchatengo,XI
Oaxaca,San Pedro Mártir,IV
Oaxaca,San Pedro Mártir Quiechapa,X
Oaxaca,San Pedro Mártir Yucuxaco,III
Oaxaca,San Pedro Mixtepec -Dto. 22 -,X;XI
Oaxaca,San Pedro Mixtepec -Dto. 26 -,X;XI
Oaxaca,San Pedro Molinos,VI
Oaxaca,San Pedro Nopala,III
Oaxaca,San Pedro Ocopetatillo,II
Oaxaca,San Pedro Ocotepec,IV
Oaxaca,San Pedro Pochutla,X
Oaxaca,San Pedro Quiatoni,IV
Oaxaca,San Pedro Sochiápam,II
Oaxaca,San Pedro Tapanatepec,VII
Oaxaca,San Pedro Taviche,IX
Oaxaca,San Pedro Teozacoalco,III
Oaxaca,San Pedro Teutila,II
Oaxaca,San Pedro Tidaá,III
Oaxaca,San Pedro Topiltepec,III
Oaxaca,San Pedro Totolápam,X
Oaxaca,San Pedro y San Pablo Ayutla,IV
Oaxaca,San Pedro y San Pablo Teposcolula,III
Oaxaca,San Pedro y San Pablo Tequixtepec,III
Oaxaca,San Pedro Yaneri,IV
Oaxaca,San Pedro Yólox,IV
Oaxaca,San Pedro Yucunama,III
Oaxaca,San Raymundo Jalpan,VIII
Oaxaca,San Sebastián Abasolo,IV
Oaxaca,San Sebastián Coatlán,X
Oaxaca,San Sebastián Ixcapa,XI
Oaxaca,San Sebastián Nicananduta,VI
Oaxaca,San Sebastián Río Hondo,X
Oaxaca,San Sebastián Tecomaxtlahuaca,VI
Oaxaca,San Sebastián Teitipac,IV
Oaxaca,San Sebastián Tutla,IX
Oaxaca,San Simón Almolongas,X
Oaxaca,San Simón Zahuatlán,VI
Oaxaca,San Vicente Coatlán,IV
Oaxaca,San Vicente Lachixío,IV
Oaxaca,San Vicente Nuñú,III
Oaxaca,Santa Ana,X
Oaxaca,Santa Ana Ateixtlahuaca,II
Oaxaca,Santa Ana Cuauhtémoc,II
Oaxaca,Santa Ana del Valle,IV
Oaxaca,Santa Ana Tavela,X
Oaxaca,Santa Ana Tlapacoyan,IX
Oaxaca,Santa Ana Yareni,IV
Oaxaca,Santa Ana Zegache,IV
Oaxaca,Santa Catalina Quierí,X
Oaxaca,Santa Catarina Cuixtla,X
Oaxaca,Santa Catarina Ixtepeji,IV
Oaxaca,Santa Catarina Juquila,XI
Oaxaca,Santa Catarina Lachatao,IV
Oaxaca,Santa Catarina Loxicha,X
Oaxaca,Santa Catarina Mechoacán,XI
Oaxaca,Santa Catarina Minas,IV
Oaxaca,Santa Catarina Quiané,IX
Oaxaca,Santa Catarina Quioquitani,X
Oaxaca,Santa Catarina Tayata,III
Oaxaca,Santa Catarina Ticuá,VI
Oaxaca,Santa Catarina Yosonotú,Vi
Oaxaca,Santa Catarina Zapoquila,III
Oaxaca,Santa Cruz Acatepec,II
Oaxaca,Santa Cruz Amilpas,IX
Oaxaca,Santa Cruz de Bravo,VI
Oaxaca,Santa Cruz Itundujia,VI
Oaxaca,Santa Cruz Mixtepec,IX
Oaxaca,Santa Cruz Nundaco,VI
Oaxaca,Santa Cruz Papalutla,IV
Oaxaca,Santa Cruz Tacache de Mina,VI
Oaxaca,Santa Cruz Tacahua,VI
Oaxaca,Santa Cruz Tayata,III
Oaxaca,Santa Cruz Xitla,X
Oaxaca,Santa Cruz Xoxocotlán,VIII
Oaxaca,Santa Cruz Zenzontepec,IX
Oaxaca,Santa Gertrudis,IX
Oaxaca,Santa Inés de Zaragoza,III
Oaxaca,Santa Inés del Monte,IX
Oaxaca,Santa Inés Yatzeche,IV
Oaxaca,Santa Lucía del Camino,IX
Oaxaca,Santa Lucía Miahuatlán,X
Oaxaca,Santa Lucía Monteverde,VI
Oaxaca,Santa Lucía Ocotlán,IV
Oaxaca,Santa Magdalena Jicotlán,III
Oaxaca,Santa María Alotepec,IV
Oaxaca,Santa María Apazco,III
Oaxaca,Santa María Atzompa,III
Oaxaca,Santa María Camotlán,III
Oaxaca,Santa María Chachoápam,III
Oaxaca,Santa María Chilchotla,II
Oaxaca,Santa María Chimalapa,VII
Oaxaca,Santa María Colotepec,XI
Oaxaca,Santa María Cortijo,XI
Oaxaca,Santa María Coyotepec,IX
Oaxaca,Santa María del Rosario,III
Oaxaca,Santa María del Tule,IV
Oaxaca,Santa María Ecatepec,X
Oaxaca,Santa María Guelacé,IV
Oaxaca,Santa María Guienagati,V
Oaxaca,Santa María Huatulco,X
Oaxaca,Santa María Huazolotitlán,XI
Oaxaca,Santa María Ipalapa,XI
Oaxaca,Santa María Ixcatlán,II
Oaxaca,Santa María Jacatepec,I
Oaxaca,Santa María Jalapa del Marqués,V
Oaxaca,Santa María Jaltianguis,IV
Oaxaca,Santa María la Asunción,II
Oaxaca,Santa María Lachixío,IX
Oaxaca,Santa María Mixtequilla,V
Oaxaca,Santa María Nativitas,III
Oaxaca,Santa María Nduayaco,III
Oaxaca,Santa María Ozolotepec,X
Oaxaca,Santa María Pápalo,II
Oaxaca,Santa María Peñoles,III
Oaxaca,Santa María Petapa,VII
Oaxaca,Santa María Quiegolani,X
Oaxaca,Santa María Sola,IX
Oaxaca,Santa María Tataltepec,III
Oaxaca,Santa María Tecomavaca,II
Oaxaca,Santa María Temaxcalapa,IV
Oaxaca,Santa María Temaxcaltepec,XI
Oaxaca,Santa María Teopoxco,II
Oaxaca,Santa María Tepantlali,IV
Oaxaca,Santa María Texcatitlán,II
Oaxaca,Santa María Tlahuitoltepec,IV
Oaxaca,Santa María Tlalixtac,II
Oaxaca,Santa María Tonameca,X
Oaxaca,Santa María Totolapilla,V
Oaxaca,Santa María Xadani,V
Oaxaca,Santa María Yalina,IV
Oaxaca,Santa María Yavesía,IV
Oaxaca,Santa María Yolotepec,VI
Oaxaca,Santa María Yosoyúa,VI
Oaxaca,Santa María Yucuhiti,VI
Oaxaca,Santa María Zacatepec,VI
Oaxaca,Santa María Zaniza,IX
Oaxaca,Santa María Zoquitlán,X
Oaxaca,Santiago Amoltepec,VI
Oaxaca,Santiago Apoala,III
Oaxaca,Santiago Apóstol,IV
Oaxaca,Santiago Astata,V
Oaxaca,Santiago Atitlán,IV
Oaxaca,Santiago Ayuquililla,III
Oaxaca,Santiago Cacaloxtepec,VI
Oaxaca,Santiago Camotlán,IV
Oaxaca,Santiago Chazumba,III
Oaxaca,Santiago Choápam,VII
Oaxaca,Santiago Comaltepec,IV
Oaxaca,Santiago del Río,VI
Oaxaca,Santiago Huajolotitlán,III
Oaxaca,Santiago Huauclilla,III
Oaxaca,Santiago Ihuitlán Plumas,III
Oaxaca,Santiago Ixcuintepec,V
Oaxaca,Santiago Ixtayutla,XI
Oaxaca,Santiago Jamiltepec,XI
Oaxaca,Santiago Jocotepec,I
Oaxaca,Santiago Juxtlahuaca,VI
Oaxaca,Santiago Lachiguiri,V
Oaxaca,Santiago Lalopa,IV
Oaxaca,Santiago Laollaga,V
Oaxaca,Santiago Laxopa,IV
Oaxaca,Santiago Llano Grande,XI
Oaxaca,Santiago Matatlán,IV
Oaxaca,Santiago Miltepec,III
Oaxaca,Santiago Minas,IX
Oaxaca,Santiago Nacaltepec,III
Oaxaca,Santiago Nejapilla,III
Oaxaca,Santiago Niltepec,VII
Oaxaca,Santiago Nundiche,VI
Oaxaca,Santiago Nuyoó,VI
Oaxaca,Santiago Pinotepa Nacional,XI
Oaxaca,Santiago Suchilquitongo,III
Oaxaca,Santiago Tamazola,VI
Oaxaca,Santiago Tapextla,XI
Oaxaca,Santiago Tenango,III
Oaxaca,Santiago Tepetlapa,III
Oaxaca,Santiago Tetepec,XI
Oaxaca,Santiago Texcalcingo,II
Oaxaca,Santiago Textitlán,IX
Oaxaca,Santiago Tilantongo,III
Oaxaca,Santiago Tillo,III
Oaxaca,Santiago Tlazoyaltepec,III
Oaxaca,Santiago Xanica,X
Oaxaca,Santiago Xiacuí,IV
Oaxaca,Santiago Yaitepec,XI
Oaxaca,Santiago Yaveo,VII
Oaxaca,Santiago Yolomécatl,III
Oaxaca,Santiago Yosondúa,VI
Oaxaca,Santiago Yucuyachi,VI
Oaxaca,Santiago Zacatepec,IV
Oaxaca,Santiago Zoochila,IV
Oaxaca,Santo Domingo Albarradas,IV
Oaxaca,Santo Domingo Armenta,XI
Oaxaca,Santo Domingo Chihuitán,V
Oaxaca,Santo Domingo de Morelos,X
Oaxaca,Santo Domingo Ingenio,VII
Oaxaca,Santo Domingo Ixcatlán,VI
Oaxaca,Santo Domingo Nuxaá,III
Oaxaca,Santo Domingo Ozolotepec,X
Oaxaca,Santo Domingo Petapa,V
Oaxaca,Santo Domingo Roayaga,IV
Oaxaca,Santo Domingo Tehuantepec,V
Oaxaca,Santo Domingo Teojomulco,IX
Oaxaca,Santo Domingo Tepuxtepec,IV
Oaxaca,Santo Domingo Tlatayápam,III
Oaxaca,Santo Domingo Tomaltepec,IV
Oaxaca,Santo Domingo Tonalá,VI
Oaxaca,Santo Domingo Tonaltepec,III
Oaxaca,Santo Domingo Xagacía,IV
Oaxaca,Santo Domingo Yanhuitlán,III
Oaxaca,Santo Domingo Yodohino,III
Oaxaca,Santo Domingo Zanatepec,VII
Oaxaca,Santo Tomás Jalieza,IV
Oaxaca,Santo Tomás Mazaltepec,III
Oaxaca,Santo Tomás Ocotepec,VI
Oaxaca,Santo Tomás Tamazulapan,X
Oaxaca,Santos Reyes Nopala,XI
Oaxaca,Santos Reyes Pápalo,II
Oaxaca,Santos Reyes Tepejillo,VI
Oaxaca,Santos Reyes Yucuná,VI
Oaxaca,Silacayoápam,VI
Oaxaca,Sitio de Xitlapehua,X
Oaxaca,Soledad Etla,III
Oaxaca,Tamazulápam del Espíritu Santo,IV
Oaxaca,Tanetze de Zaragoza,IV
Oaxaca,Taniche,IX
Oaxaca,Tataltepec de Valdés,XI
Oaxaca,Teococuilco de Marcos Pérez,IV
Oaxaca,Teotitlán de Flores Magón,II
Oaxaca,Teotitlán del Valle,IV
Oaxaca,Teotongo,III
Oaxaca,Tepelmeme Villa de Morelos,III
Oaxaca,Tlacolula de Matamoros,IV
Oaxaca,Tlacotepec Plumas,III
Oaxaca,Tlalixtac de Cabrera,IV
Oaxaca,Totontepec Villa de Morelos,IV
Oaxaca,Trinidad Zaachila,IX
Oaxaca,Unión Hidalgo,VII
Oaxaca,Valerio Trujano,II
Oaxaca,Villa de Chilapa de Díaz,III
Oaxaca,Villa de Etla,III
Oaxaca,Villa de Tamazulápam del Progreso,III
Oaxaca,Villa de Tututepec de Melchor Ocampo,XI
Oaxaca,Villa de Zaachila,IX
Oaxaca,Villa Díaz Ordaz,IV
Oaxaca,Villa Hidalgo,IV
Oaxaca,Villa Sola de Vega,IX
Oaxaca,Villa Talea de Castro,IV
Oaxaca,Villa Tejúpam de la Unión,III
Oaxaca,Yaxe,IX
Oaxaca,Yogana,IX
Oaxaca,Yutanduchi de Guerrero,III
Oaxaca,Zapotitlán Lagunas,VI
Oaxaca,Zapotitlán Palmas,III
Oaxaca,Zimatlán de Álvarez,IX
Puebla,Acajete,VII
Puebla,Acateno,III
Puebla,Acatlán,XIV
Puebla,Acatzingo,VII
Puebla,Acteopan,XIII
Puebla,Ahuacatlán,IV
Puebla,Ahuatlán,XIII
Puebla,Ahuazotepec,II
Puebla,Ahuehuetitla,XIV
Puebla,Ajalpan,XVI
Puebla,Albino Zertuche,XIV
Puebla,Aljojuca,VIII
Puebla,Altepexi,XVI
Puebla,Amixtlán,IV
Puebla,Amozoc,VII
Puebla,Aquixtla,II
Puebla,Atempan,IV
Puebla,Atexcal,XVI
Puebla,Atlequizayan,IV
Puebla,Atlixco,XIII
Puebla,Atoyatempan,XIII
Puebla,Atzala,XIV
Puebla,Atzitzihuacán,XIII
Puebla,Atzitzintla,VIII
Puebla,Axutla,XIV
Puebla,Ayotoxco de Guerrero,IV
Puebla,Calpan,V
Puebla,Caltepec,XVI
Puebla,Camocuautla,IV
Puebla,Cañada Morelos,XVI
Puebla,Caxhuacan,IV
Puebla,Chalchicomula de Sesma,VIII
Puebla,Chapulco,XVI
Puebla,Chiautla,XIV
Puebla,Chiautzingo,V
Puebla,Chichiquila,III
Puebla,Chiconcuautla,I
Puebla,Chietla,XIV
Puebla,Chigmecatitlán,XIII
Puebla,Chignahuapan,II
Puebla,Chignautla,IV
Puebla,Chila,XIV
Puebla,Chila de la Sal,XIV
Puebla,Chilchotla,III
Puebla,Chinantla,XIV
Puebla,Coatepec,IV
Puebla,Coatzingo,XIII
Puebla,Cohetzala,XIV
Puebla,Cohuecan,XIII
Puebla,Coronango,X
Puebla,Coxcatlán,XVI
Puebla,Coyomeapan,XVI
Puebla,Coyotepec,XVI
Puebla,Cuapiaxtla de Madero,VII
Puebla,Cuautempan,IV
Puebla,Cuautinchán,VII
Puebla,Cuautlancingo,IX;X
Puebla,Cuayuca de Andrade,XIV
Puebla,Cuetzalan del Progreso,IV
Puebla,Cuyoaco,III
Puebla,Domingo Arenas,V
Puebla,Eloxochitlán,XVI
Puebla,Epatlán,XIII
Puebla,Esperanza,VIII
Puebla,Francisco Z. Mena,I
Puebla,General Felipe Ángeles,VIII
Puebla,Guadalupe,XIV
Puebla,Guadalupe Victoria,III
Puebla,Hermenegildo Galeana,IV
Puebla,Honey,I
Puebla,Huaquechula,XIII
Puebla,Huatlatlauca,XIII
Puebla,Huauchinango,I
Puebla,Huehuetla,IV
Puebla,Huehuetlán el Chico,XIV
Puebla,Huehuetlán el Grande,XIII
Puebla,Huejotzingo,V
